Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
590,"590.17775","Salmonella enterica SRR1637043","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
470,"470.6193","Acinetobacter baumannii strain AB_235","ciprofloxacin","Resistant",,,,,"Kirby Bauer disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,
573,"573.31321","Klebsiella pneumoniae strain KPN1212","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.15577","Klebsiella pneumoniae strain KSB2_4B","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux","CLSI",,,,,"Laboratory Method",,"28369261"
485,"485.4792","Neisseria gonorrhoeae DRR124731","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.14786","Klebsiella pneumoniae strain 43","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.9075","Neisseria gonorrhoeae strain 4478STDY6638651","ciprofloxacin",,"4",,"4","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
573,"573.13417","Klebsiella pneumoniae KPN1479ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.6235","Neisseria gonorrhoeae SRR1661196","ciprofloxacin",,"16",,"16","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
485,"485.6809","Neisseria gonorrhoeae SRR5827088","ciprofloxacin",,"8",,"8","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
562,"562.57416","Escherichia coli strain W2_13_ERB6","ciprofloxacin","Susceptible",,,,,"N206 card on the Vitek 2",,,"bioMérieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
573,"573.13082","Klebsiella pneumoniae KPN1067ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1440032,"1440032.3","Campylobacter jejuni CVM 41918","ciprofloxacin","Resistant",,,,,"broth microdilution",,"Sensititre","Thermo Fisher Scientific","EUCAST",2016,,,,"Laboratory Method",,"26519386"
573,"573.27544","Klebsiella pneumoniae strain 555","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
28901,"28901.13378","Salmonella enterica strain 2971A","ciprofloxacin","Susceptible",,,,,"disk diffusion",,,,"EUCAST",2010,,,,"Laboratory Method",,"31222015"
573,"573.13501","Klebsiella pneumoniae KPN1573ec","ciprofloxacin","Susceptible","1",,"1","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29561","Klebsiella pneumoniae strain 3264","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.12696","Salmonella enterica SRR3344458","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.33414","Klebsiella pneumoniae strain PMK21b","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
470,"470.7774","Acinetobacter baumannii strain MRSN7350","ciprofloxacin","Resistant","2",">","2","mg/L","MIC",,"Microscan","Siemens","CLSI",,,,,"Laboratory Method",,
573,"573.21735","Klebsiella pneumoniae strain EuSCAPE_IT198","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.57114","Escherichia coli strain 24742_1#18","ciprofloxacin","Resistant",,,,,"broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
573,"573.21447","Klebsiella pneumoniae strain EuSCAPE_PL012","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.15975","Salmonella enterica SRR4280595","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
548,"548.495","Klebsiella aerogenes strain 470","ciprofloxacin","Resistant","4",">=","4","mg/L","MIC",,"Vitek","BiomŽrieux","CLSI",,,,,"Laboratory Method",,
562,"562.45650","Escherichia coli strain EC_43","ciprofloxacin","Resistant","9",,"9","mg/L","Kirby-Bauer disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
573,"573.19855","Klebsiella pneumoniae strain BC_4996","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
192955,"192955.130","Salmonella enterica subsp. enterica serovar Kentucky strain CVM N40395","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
573,"573.27982","Klebsiella pneumoniae strain 3C21","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.20973","Klebsiella pneumoniae strain EuSCAPE_HR042","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.5781","Klebsiella pneumoniae strain 10_GR_13","ciprofloxacin","Resistant",">16",">","16","mg/L","MIC, broth microdilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
590,"590.15490","Salmonella enterica SRR3101789","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13214","Salmonella enterica SRR2566931","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
470,"470.10182","Acinetobacter baumannii SRR3222485","ciprofloxacin",,">2",">","2","mg/L","BD-Phoenix",,,,,,,,,"Laboratory Method",,"31479500"
485,"485.8263","Neisseria gonorrhoeae strain 4478STDY6637919","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
573,"573.13308","Klebsiella pneumoniae KPN1348ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15677","Klebsiella pneumoniae strain K725","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.3444","Neisseria gonorrhoeae ERR1067813","ciprofloxacin",,"4",,"4","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
573,"573.13508","Klebsiella pneumoniae KPN1583ec","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.22978","Escherichia coli O6:H1 strain ECO0601","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
590,"590.16161","Salmonella enterica SRR1773628","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
90370,"90370.3554","Salmonella enterica subsp. enterica serovar Typhi strain 20087_8#41","ciprofloxacin","IS",,,,,"Kirby-Bauer disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"29684021"
573,"573.12905","Klebsiella pneumoniae 3263","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
562,"562.65819","Escherichia coli strain V161","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"27208899"
485,"485.6769","Neisseria gonorrhoeae SRR5827046","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.12412","Salmonella enterica SRR2989205","ciprofloxacin",,"0.25",,"0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.16464","Klebsiella pneumoniae strain HN34-2","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.23750","Escherichia coli O25:H4 strain ECO1486","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
573,"573.17866","Klebsiella pneumoniae strain CST_2_3","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.29754","Klebsiella pneumoniae strain ZKP67","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.6394","Neisseria gonorrhoeae SRR2736122","ciprofloxacin",,"0.016",,"0.016","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
573,"573.18654","Klebsiella pneumoniae strain WCHKP015493","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
470,"470.8400","Acinetobacter baumannii strain Pesh-01","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31941492"
590,"590.15500","Salmonella enterica SRR2407547","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.3674","Neisseria gonorrhoeae ERR1837118","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.17151","Salmonella enterica SRR2017875","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.33982","Klebsiella pneumoniae strain NMI7132_16","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
615,"615.345","Serratia marcescens strain gn1130","ciprofloxacin",,"4",,"4","mg/L","MIC",,,,"EUCAST",2016,,,,"Laboratory Method",,"27432456"
470,"470.1753","Acinetobacter baumannii strain RBH3","ciprofloxacin","Resistant",,,,,"disk diffusion",,,"Oxoid","CLSI",2012,,,,"Laboratory Method",,
287,"287.8547","Pseudomonas aeruginosa strain FDA-CDC-AR_0268","ciprofloxacin","Resistant","4","==","4","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
590,"590.13144","Salmonella enterica SRR3932926","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
28901,"28901.816","Salmonella enterica strain CVM 43776","ciprofloxacin","Susceptible","=0.25","=","0.25","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
573,"573.13804","Klebsiella pneumoniae KPN1958ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.25816","Klebsiella pneumoniae strain MGF007","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
90370,"90370.3483","Salmonella enterica subsp. enterica serovar Typhi strain 20621_8#40","ciprofloxacin","IS",,,,,"Kirby-Bauer disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"29684021"
573,"573.31304","Klebsiella pneumoniae strain NU-CRE236","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.23571","Escherichia coli O25:H4 strain ECO1180","ciprofloxacin","Resistant",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
485,"485.4745","Neisseria gonorrhoeae SRR3360829","ciprofloxacin",,"0.015",,"0.015","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
550,"550.804","Enterobacter cloacae strain e2282","ciprofloxacin",,"1",,"1","mg/L","MIC",,,,"EUCAST",2016,,,,"Laboratory Method",,"27669519"
573,"573.14385","Klebsiella pneumoniae KPN770ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
590,"590.16766","Salmonella enterica SRR3210393","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
470,"470.8059","Acinetobacter baumannii strain MRSN7815","ciprofloxacin","Resistant","2",">","2","mg/L","MIC",,"Phoenix","Becton Dickinson","CLSI",,,,,"Laboratory Method",,
573,"573.33298","Klebsiella pneumoniae strain NR5415","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
287,"287.7794","Pseudomonas aeruginosa strain MRSN8141","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.192","Neisseria gonorrhoeae strain GCGS144","ciprofloxacin",,"0.015",,"0.015","mg/L","MIC",,,,"CDC Gonococcal Isolate Surveillance Project (GISP) protocol",,,,,"Laboratory Method",,"27575582"
28901,"28901.8434","Salmonella enterica strain 75","ciprofloxacin","Susceptible","0.016","==","0.016","mg/L","MIC",,"Vitek","Biom�rieux","CLSI",,,,,"Laboratory Method",,
590,"590.15366","Salmonella enterica SRR2567094","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.25793","Klebsiella pneumoniae strain 230-3","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.12568","Salmonella enterica SRR3085513","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.4338","Neisseria gonorrhoeae ERR3201207","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.16699","Salmonella enterica SRR2407651","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.23212","Klebsiella pneumoniae strain KP_135","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.7856","Neisseria gonorrhoeae strain AUSMDU00007064","ciprofloxacin","Resistant","0.002",,"0.002","mg/L","agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
573,"573.33387","Klebsiella pneumoniae strain NR5056","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.16686","Salmonella enterica SRR2939125","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.32432","Klebsiella pneumoniae strain E16KP0288","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.24261","Klebsiella pneumoniae strain 20","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.6170","Acinetobacter baumannii strain AB_US_2","ciprofloxacin","Resistant",,,,,"Kirby Bauer disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,
562,"562.22487","Escherichia coli O13/O135:H4 strain ECO0060","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux",,,,,,"Laboratory Method",,"28720578"
485,"485.5847","Neisseria gonorrhoeae ERR223687","ciprofloxacin",,"16",,"16","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
485,"485.3452","Neisseria gonorrhoeae ERR1067825","ciprofloxacin",,"0.015",,"0.015","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
573,"573.20264","Klebsiella pneumoniae strain 4300STDY6542368","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.3912","Neisseria gonorrhoeae ERR2631949","ciprofloxacin",,"0.006",,"0.006","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
485,"485.5381","Neisseria gonorrhoeae ERR1555190","ciprofloxacin",,"0.03",,"0.03","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
85569,"85569.291","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain V72","ciprofloxacin","Susceptible",,,,,"breakpoint","0.5mg/l",,,,,,,,"Laboratory Method",,"24030491"
197,"197.16174","Campylobacter jejuni strain FSIS1606463","ciprofloxacin","Susceptible","0.06","==","0.06","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
615,"615.191","Serratia marcescens strain gn838","ciprofloxacin",,"16",,"16","mg/L","MIC",,,,"EUCAST",2016,,,,"Laboratory Method",,"27432456"
485,"485.9032","Neisseria gonorrhoeae strain 4478STDY6638645","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
340190,"340190.19","Salmonella enterica subsp. enterica serovar Schwarzengrund strain CVM N41734","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","27381390"
573,"573.20766","Klebsiella pneumoniae strain EuSCAPE_RO007","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.13451","Klebsiella pneumoniae KPN1518ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.6384","Neisseria gonorrhoeae SRR2736116","ciprofloxacin",,"0.016",,"0.016","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
90370,"90370.3151","Salmonella enterica subsp. enterica serovar Typhi strain 311189_249103","ciprofloxacin","Susceptible","0.0008",,"0.0008","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.18220","Klebsiella pneumoniae strain WCHKP040009","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.27527","Klebsiella pneumoniae strain P8","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.6641","Neisseria gonorrhoeae SRR3360725","ciprofloxacin",,"0.03",,"0.03","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.13964","Salmonella enterica SRR3091412","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.12545","Klebsiella pneumoniae strain 44818","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
470,"470.7383","Acinetobacter baumannii strain FDA-CDC-AR_0283","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.3384","Neisseria gonorrhoeae ERR1067753","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.18722","Klebsiella pneumoniae strain KCRI-404C strain RDK06_404C","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.31095","Klebsiella pneumoniae strain D42680","ciprofloxacin","Resistant",,,,,"disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",,,,,"Laboratory Method",,"30778540"
485,"485.4682","Neisseria gonorrhoeae ERR855077","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.13961","Salmonella enterica SRR2636953","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.20989","Klebsiella pneumoniae strain EuSCAPE_HR068","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.15664","Klebsiella pneumoniae strain K1047","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.13282","Klebsiella pneumoniae KPN1321ec","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.24317","Klebsiella pneumoniae strain 98","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
28901,"28901.815","Salmonella enterica strain CVM 43774","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
470,"470.625","Acinetobacter baumannii ABUH175679","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26939581"
590,"590.12844","Salmonella enterica SRR3664654","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
287,"287.7827","Pseudomonas aeruginosa strain MRSN1583","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.6736","Neisseria gonorrhoeae SRR3361353","ciprofloxacin",,"0.015",,"0.015","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
287,"287.12767","Pseudomonas aeruginosa strain PAER_4","ciprofloxacin","Resistant",,,,,,,,,"clsi",2017,,,,"Laboratory Method",,"31530672"
590,"590.15890","Salmonella enterica SRR1767753","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
195,"195.420","Campylobacter coli strain CVM N9036","ciprofloxacin","Susceptible",,,,,"broth microdilution",,"Sensititre","Thermo Fisher Scientific","EUCAST",,,,,"Laboratory Method","26519386","26519386"
548,"548.494","Klebsiella aerogenes strain 458","ciprofloxacin","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Vitek","BiomŽrieux","CLSI",,,,,"Laboratory Method",,
28901,"28901.9135","Salmonella enterica strain CVM N54277","ciprofloxacin","Susceptible","0.06","==","0.06","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
485,"485.4508","Neisseria gonorrhoeae ERR854874","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
485,"485.7402","Neisseria gonorrhoeae strain 10625_6_1","ciprofloxacin",,"0.006",,"0.006","mg/L","E-test",,,"bioMérieux",,,,,,"Laboratory Method",,"31358980"
590,"590.15347","Salmonella enterica SRR3295845","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
485,"485.6438","Neisseria gonorrhoeae SRR2736243","ciprofloxacin",,"16",,"16","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.12331","Salmonella enterica SRR3033302","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.29900","Klebsiella pneumoniae strain Kpngiani7132610","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
85569,"85569.339","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain V82","ciprofloxacin","Susceptible",,,,,"breakpoint","0.5mg/l",,,,,,,,"Laboratory Method",,"24030491"
573,"573.20057","Klebsiella pneumoniae strain D14_15_08Ph","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.12622","Salmonella enterica SRR3180032","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.31661","Klebsiella pneumoniae strain NMI3846_13","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
623,"623.1353","Shigella flexneri strain AUSMDU00009385","ciprofloxacin","Susceptible",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
197,"197.15967","Campylobacter jejuni strain FSIS1605721","ciprofloxacin","Susceptible","0.06","==","0.06","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.27347","Klebsiella pneumoniae strain KZN_INI_KINF_22","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
90105,"90105.28","Salmonella enterica subsp. enterica serovar Saintpaul strain CVM N32750","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
485,"485.8892","Neisseria gonorrhoeae strain 4478STDY6638375","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
